Suhu_C,Kelembaban_persen,Tekanan_Udara_hPa,Kecepatan_Angin_kmjam,Arah_Angin_derajat,Curah_Hujan_mm,Kondisi_Cuaca
31.0,70,1007.9,16.1,275,0.0,Cerah
17.6,97,1008.0,17.1,275,46.9,Hujan
16.4,69,1012.0,13.8,2,0.0,Cerah
18.6,58,1008.0,19.5,156,0.7,Berawan
25.5,89,1006.8,26.7,219,0.8,Berawan
23.5,74,1009.5,4.4,191,0.0,Cerah
18.6,62,1011.5,16.9,63,0.0,Cerah
29.3,90,1007.9,6.5,231,0.9,Berawan
24.1,68,1005.5,19.3,125,2.1,Berawan
19.2,94,1007.8,6.7,30,34.3,Hujan
17.1,66,1007.4,5.4,103,0.0,Cerah
23.4,93,1008.6,22.1,188,2.5,Berawan
22.8,69,1008.5,21.3,83,1.9,Berawan
20.1,83,1007.8,23.4,355,4.4,Berawan
28.4,67,1009.9,29.0,67,0.5,Berawan
24.4,85,1007.9,15.4,226,3.5,Berawan
31.2,58,1011.2,29.9,29,1.4,Berawan
22.5,68,1009.3,10.1,3,0.0,Cerah
23.1,92,1012.8,5.1,153,3.2,Berawan
24.6,67,1010.2,24.3,238,2.5,Berawan
21.3,57,1009.9,16.7,1,0.0,Cerah
20.8,83,1012.2,7.5,256,3.9,Berawan
21.5,67,1010.4,18.5,84,2.3,Berawan
26.4,88,1011.5,6.8,58,2.0,Berawan
25.0,65,1010.0,29.9,32,0.7,Berawan
21.9,63,1007.4,24.4,299,0.8,Berawan
19.9,87,1013.0,20.0,86,2.5,Berawan
18.5,84,1009.8,28.9,134,0.3,Berawan
20.2,59,1011.6,12.0,100,0.0,Cerah
21.1,61,1006.4,9.0,83,0.0,Cerah
31.4,64,1009.7,21.5,279,1.2,Berawan
19.1,82,1005.2,24.9,115,2.3,Berawan
30.0,87,1005.0,9.9,255,4.6,Berawan
25.8,74,1009.1,14.8,35,0.0,Cerah
21.7,84,1006.0,19.8,1,0.4,Berawan
31.8,93,1004.8,19.3,111,1.7,Berawan
27.4,79,1012.9,26.2,99,2.0,Berawan
16.7,61,1007.1,21.3,153,1.2,Berawan
19.3,88,1011.0,13.5,195,3.2,Berawan
16.6,68,1007.6,14.2,48,0.0,Cerah
16.4,91,1012.5,29.8,181,0.3,Berawan
19.2,57,1010.5,4.2,18,0.0,Cerah
21.8,91,1005.5,19.0,28,40.6,Hujan
25.3,87,1005.7,22.2,204,2.7,Berawan
29.2,82,1005.2,17.9,311,1.8,Berawan
25.3,70,1011.3,9.1,351,0.0,Cerah
28.6,70,1005.3,28.1,166,2.3,Berawan
16.5,80,1007.3,8.2,205,0.5,Berawan
27.2,75,1012.2,12.7,142,0.9,Berawan
17.3,63,1005.6,10.2,263,0.0,Cerah
18.9,61,1007.8,14.7,339,0.0,Cerah
19.6,69,1011.0,26.5,39,2.9,Berawan
24.9,80,1012.3,23.6,318,4.6,Berawan
23.1,74,1012.2,14.7,285,0.0,Cerah
28.9,79,1011.2,21.7,14,4.1,Berawan
21.6,79,1009.8,15.6,240,0.8,Berawan
24.6,89,1009.8,29.6,334,2.4,Berawan
21.0,72,1012.6,13.4,308,0.0,Cerah
19.9,94,1011.2,11.4,55,3.8,Berawan
23.0,79,1012.3,8.2,214,2.1,Berawan
19.8,90,1006.3,25.6,57,34.6,Hujan
28.3,62,1008.6,24.8,143,0.4,Berawan
30.7,78,1007.5,18.3,193,2.0,Berawan
30.1,87,1007.5,16.6,108,3.8,Berawan
22.1,86,1009.8,29.8,137,4.4,Berawan
18.1,66,1008.8,8.7,251,0.0,Cerah
20.3,78,1004.1,12.1,167,2.6,Berawan
17.8,59,1008.6,4.9,41,0.0,Cerah
17.7,68,1009.0,26.5,33,2.1,Berawan
29.8,69,1004.3,12.3,299,0.0,Cerah
21.8,78,1012.1,7.4,136,4.2,Berawan
30.9,80,1007.2,23.3,246,4.8,Berawan
26.4,64,1006.7,25.5,41,1.2,Berawan
22.0,75,1007.2,26.6,246,0.4,Berawan
22.5,85,1010.0,22.3,39,0.4,Berawan
26.9,87,1008.8,4.7,258,2.3,Berawan
24.2,91,1005.2,21.8,186,1.9,Berawan
22.5,76,1007.4,10.2,106,1.4,Berawan
24.9,65,1004.7,17.3,231,0.0,Cerah
16.7,87,1012.3,18.1,218,4.7,Berawan
27.9,97,1008.1,17.7,217,4.2,Berawan
22.1,74,1012.8,5.0,167,0.0,Cerah
27.7,96,1007.8,10.9,41,0.4,Berawan
18.8,95,1005.4,17.0,22,40.3,Hujan
27.9,88,1005.8,21.1,149,3.6,Berawan
25.6,55,1004.0,10.3,257,0.0,Cerah
17.1,78,1005.9,27.0,119,4.6,Berawan
22.1,93,1004.8,4.3,173,38.1,Hujan
28.9,89,1008.2,28.3,306,4.8,Berawan
30.8,78,1010.7,13.3,340,1.9,Berawan
29.0,71,1004.1,18.0,128,4.3,Berawan
22.0,62,1008.1,29.0,115,4.2,Berawan
25.7,74,1012.7,18.4,100,2.4,Berawan
25.3,65,1008.2,8.2,160,0.0,Cerah
24.2,59,1008.7,13.7,11,0.0,Cerah
16.3,87,1008.9,17.2,28,2.8,Berawan
25.8,94,1009.2,17.9,18,1.2,Berawan
31.4,65,1011.2,22.2,342,2.3,Berawan
17.7,97,1006.4,19.8,277,10.8,Hujan
16.6,94,1004.0,25.2,116,28.9,Hujan
17.2,97,1005.9,17.5,109,46.7,Hujan
28.5,70,1005.6,13.9,29,0.0,Cerah
25.9,70,1004.4,25.5,227,0.7,Berawan
26.1,88,1012.3,7.3,227,4.0,Berawan
22.9,90,1007.4,22.5,73,49.0,Hujan
30.3,86,1010.8,24.7,206,2.6,Berawan
20.7,75,1011.9,15.7,108,0.0,Cerah
16.9,71,1012.1,8.6,7,0.0,Cerah
30.5,71,1010.1,9.3,74,0.0,Cerah
30.3,89,1006.9,14.3,109,4.6,Berawan
27.4,70,1004.5,15.0,206,0.0,Cerah
24.8,70,1011.7,24.0,47,2.8,Berawan
19.9,97,1006.5,6.8,132,31.4,Hujan
27.4,77,1011.4,26.4,238,4.5,Berawan
21.4,91,1005.6,23.9,94,16.7,Hujan
17.7,55,1004.3,7.2,216,0.0,Cerah
18.7,79,1009.7,14.7,267,1.6,Berawan
32.0,83,1004.1,12.0,187,3.1,Berawan
16.3,90,1011.7,18.9,204,0.2,Berawan
31.3,88,1004.4,18.6,88,2.8,Berawan
26.1,97,1007.3,17.5,37,2.6,Berawan
27.7,92,1011.9,25.5,215,0.6,Berawan
16.3,62,1008.5,12.0,217,0.0,Cerah
30.6,74,1004.1,9.8,98,0.0,Cerah
21.7,94,1004.3,3.1,335,12.5,Hujan
29.3,85,1007.2,15.6,322,3.1,Berawan
23.2,72,1011.6,14.1,84,0.0,Cerah
19.2,90,1004.9,16.0,279,29.5,Hujan
28.4,80,1008.7,22.5,199,4.0,Berawan
26.0,65,1012.1,12.3,188,0.0,Cerah
29.2,93,1012.5,27.3,132,1.9,Berawan
27.3,68,1012.5,25.7,38,0.3,Berawan
19.4,59,1010.0,24.3,287,1.6,Berawan
18.1,98,1006.0,24.5,166,22.1,Hujan
16.6,64,1006.3,14.4,304,0.0,Cerah
25.9,56,1008.0,25.7,277,2.5,Berawan
29.0,76,1009.4,6.4,53,3.4,Berawan
29.7,57,1005.2,22.3,345,3.9,Berawan
17.1,75,1005.7,24.2,6,0.6,Berawan
19.3,68,1012.1,5.4,337,0.0,Cerah
18.8,68,1006.9,13.0,94,0.0,Cerah
31.9,66,1009.4,27.5,340,3.0,Berawan
26.6,71,1005.1,25.9,170,4.1,Berawan
22.1,96,1004.5,12.1,132,46.8,Hujan
27.7,67,1007.9,18.9,263,3.0,Berawan
20.6,91,1010.1,22.5,206,0.8,Berawan
27.4,67,1009.3,17.6,61,0.0,Cerah
16.0,61,1008.4,26.2,348,3.9,Berawan
25.4,76,1004.8,27.7,174,1.8,Berawan
16.9,89,1005.5,29.5,52,19.5,Hujan
20.8,88,1011.5,19.2,208,1.2,Berawan
23.8,73,1010.3,5.6,322,0.0,Cerah
30.2,90,1008.5,11.7,242,4.1,Berawan
18.4,76,1010.0,19.5,128,0.7,Berawan
18.8,94,1006.1,7.9,84,45.7,Hujan
25.4,84,1008.8,3.1,207,0.5,Berawan
24.4,74,1009.5,12.0,163,0.0,Cerah
23.2,95,1006.2,16.2,108,49.4,Hujan
21.5,81,1009.9,11.2,53,0.5,Berawan
23.1,62,1005.5,17.6,192,0.0,Cerah
24.3,61,1011.8,18.6,197,1.5,Berawan
24.9,87,1012.1,29.6,51,0.5,Berawan
18.1,74,1004.2,10.1,52,0.0,Cerah
21.2,76,1011.5,21.4,128,1.7,Berawan
22.2,66,1006.8,23.8,101,4.3,Berawan
24.4,68,1004.8,7.0,328,0.0,Cerah
21.4,95,1010.5,5.0,346,3.3,Berawan
19.1,79,1006.7,25.2,115,1.8,Berawan
29.4,73,1009.8,15.0,307,0.0,Cerah
25.1,58,1010.4,3.9,324,0.0,Cerah
29.6,96,1008.1,13.2,197,2.1,Berawan
29.1,67,1009.3,22.9,101,1.7,Berawan
31.9,93,1009.2,5.4,334,4.7,Berawan
27.6,80,1011.2,11.4,108,4.0,Berawan
21.4,63,1007.3,18.8,200,1.1,Berawan
18.3,70,1004.5,19.5,24,0.4,Berawan
25.1,81,1005.1,24.2,174,4.0,Berawan
28.2,70,1006.1,13.4,323,0.0,Cerah
29.3,58,1011.0,16.6,115,0.0,Cerah
19.0,62,1009.7,13.2,352,0.0,Cerah
26.6,90,1004.4,13.7,91,2.8,Berawan
17.2,56,1005.1,26.7,348,0.8,Berawan
26.4,93,1007.9,26.5,108,0.7,Berawan
23.2,93,1004.7,28.5,351,29.0,Hujan
23.6,57,1008.9,12.9,40,0.0,Cerah
18.7,80,1011.2,18.8,135,3.3,Berawan
28.5,93,1009.5,22.2,289,0.8,Berawan
24.7,60,1006.6,20.3,158,3.9,Berawan
22.0,84,1012.1,6.0,69,0.6,Berawan
19.6,88,1011.9,7.0,116,0.6,Berawan
29.9,94,1012.8,4.7,315,1.7,Berawan
24.2,66,1008.4,29.8,249,4.5,Berawan
23.8,98,1004.6,21.0,106,22.2,Hujan
25.1,58,1009.0,22.3,346,4.6,Berawan
26.1,88,1012.3,25.9,36,1.0,Berawan
23.8,65,1006.1,23.0,341,3.1,Berawan
18.0,63,1004.6,22.5,78,0.3,Berawan
24.8,57,1010.3,8.3,70,0.0,Cerah
25.5,94,1010.5,6.3,310,1.2,Berawan
31.1,72,1009.1,9.5,182,0.0,Cerah
27.8,82,1007.6,22.6,60,3.6,Berawan
19.8,75,1007.0,7.4,89,0.0,Cerah
20.3,94,1010.5,13.4,45,1.5,Berawan
29.7,71,1008.8,5.3,300,0.0,Cerah
21.8,70,1008.4,18.5,230,2.1,Berawan
25.9,62,1012.6,5.5,232,0.0,Cerah
27.7,95,1005.1,5.1,79,2.6,Berawan
17.0,76,1004.2,19.5,37,2.3,Berawan
22.4,66,1007.5,22.2,287,2.4,Berawan
27.3,77,1009.7,24.5,56,0.1,Berawan
31.3,68,1008.6,5.0,197,0.0,Cerah
18.0,86,1004.3,26.4,22,38.7,Hujan
17.2,70,1004.1,16.7,32,0.0,Cerah
31.8,78,1007.2,29.1,207,4.8,Berawan
28.9,94,1007.5,25.4,318,2.3,Berawan
28.5,79,1011.2,7.7,55,3.7,Berawan
16.1,59,1012.6,5.7,313,0.0,Cerah
30.1,64,1009.5,27.3,359,2.6,Berawan
31.4,85,1005.0,23.3,106,3.9,Berawan
20.5,92,1006.4,9.9,167,20.9,Hujan
27.4,89,1012.6,8.7,238,4.2,Berawan
28.5,78,1004.6,19.8,220,4.5,Berawan
20.0,73,1005.3,19.7,146,3.6,Berawan
29.9,59,1012.3,21.6,46,0.3,Berawan
31.3,72,1006.2,11.6,191,0.0,Cerah
19.4,86,1005.0,3.4,353,38.0,Hujan
28.4,86,1005.6,18.0,80,0.8,Berawan
27.8,79,1005.4,4.0,202,4.9,Berawan
32.0,84,1007.8,16.9,85,3.1,Berawan
16.9,77,1007.5,26.6,241,2.0,Berawan
21.8,98,1009.4,15.2,143,1.4,Berawan
26.8,92,1004.4,19.4,359,1.6,Berawan
27.1,75,1012.9,24.2,188,0.6,Berawan
17.8,76,1008.0,9.7,302,2.3,Berawan
29.4,95,1009.8,4.2,218,1.3,Berawan
28.7,96,1011.2,16.1,19,3.6,Berawan
20.0,69,1011.7,20.9,76,3.2,Berawan
20.1,57,1009.2,24.6,330,4.1,Berawan
31.4,76,1007.4,20.7,0,2.1,Berawan
18.3,64,1006.4,9.5,276,0.0,Cerah
26.9,75,1011.2,8.2,20,0.0,Cerah
24.0,81,1006.4,29.2,203,1.2,Berawan
20.5,63,1006.2,9.2,40,0.0,Cerah
22.5,87,1011.6,18.4,334,1.4,Berawan
31.8,57,1009.9,7.3,162,0.0,Cerah
22.7,56,1010.8,3.7,252,0.0,Cerah
22.6,89,1009.2,7.9,22,4.9,Berawan
24.4,57,1006.3,16.4,344,0.0,Cerah
24.7,94,1004.5,26.4,245,0.3,Berawan
22.6,93,1007.6,18.8,339,28.2,Hujan
26.9,90,1008.3,22.7,338,2.0,Berawan
21.0,72,1009.9,29.7,192,0.6,Berawan
25.7,82,1004.6,24.9,264,3.5,Berawan
16.3,92,1007.4,5.4,77,36.0,Hujan
24.4,82,1006.4,14.8,127,1.6,Berawan
17.7,91,1004.5,26.0,133,27.5,Hujan
23.7,57,1012.3,20.6,95,3.0,Berawan
21.8,77,1006.5,25.0,350,1.4,Berawan
30.8,80,1012.0,18.2,331,4.9,Berawan
27.0,72,1009.5,5.4,302,0.0,Cerah
29.9,61,1006.4,6.8,0,0.0,Cerah
31.3,97,1007.4,6.2,47,2.4,Berawan
29.1,55,1007.6,6.7,282,0.0,Cerah
19.8,88,1009.9,27.1,228,3.7,Berawan
24.6,56,1008.2,7.8,172,0.0,Cerah
27.1,83,1006.3,20.3,286,1.4,Berawan
25.2,73,1012.6,24.2,257,3.0,Berawan
17.3,67,1005.4,5.1,123,0.0,Cerah
27.3,59,1010.9,13.7,253,0.0,Cerah
22.6,72,1008.0,27.8,69,2.9,Berawan
16.7,86,1011.4,5.1,201,1.6,Berawan
23.7,72,1005.9,25.2,102,3.9,Berawan
21.3,80,1005.1,26.0,179,3.3,Berawan
22.6,95,1007.2,3.7,256,17.2,Hujan
19.8,79,1008.5,14.7,17,0.8,Berawan
25.9,69,1007.6,21.2,127,2.7,Berawan
29.3,65,1008.9,5.6,277,0.0,Cerah
26.3,95,1004.3,4.0,333,2.2,Berawan
18.9,91,1009.6,9.8,171,2.1,Berawan
16.1,73,1005.5,16.0,162,0.0,Cerah
17.2,74,1008.8,25.0,336,4.5,Berawan
27.2,77,1012.1,11.1,64,1.6,Berawan
24.2,85,1004.7,6.9,300,3.2,Berawan
28.5,85,1009.4,16.8,47,4.0,Berawan
20.8,62,1006.2,26.5,227,2.4,Berawan
30.7,62,1004.7,5.7,42,0.0,Cerah
24.1,62,1005.9,24.2,151,3.5,Berawan
27.1,95,1011.4,22.7,111,4.6,Berawan
28.8,56,1011.0,18.6,257,3.5,Berawan
26.7,68,1007.4,11.4,104,0.0,Cerah
24.1,60,1006.3,6.8,195,0.0,Cerah
18.8,84,1007.3,15.6,156,1.2,Berawan
23.1,82,1005.7,10.5,230,3.5,Berawan
24.9,95,1009.6,4.1,34,2.5,Berawan
29.6,89,1004.9,17.2,1,3.8,Berawan
21.2,56,1008.7,5.3,292,0.0,Cerah
29.7,89,1005.6,26.0,173,3.7,Berawan
27.2,83,1011.6,27.5,241,0.4,Berawan
30.8,96,1006.9,27.4,26,2.6,Berawan
19.0,56,1007.7,13.1,40,0.0,Cerah
24.6,83,1006.4,13.7,353,3.4,Berawan
16.7,85,1004.1,11.0,242,3.9,Berawan
30.9,65,1012.8,10.0,114,0.0,Cerah
26.6,96,1004.9,16.0,281,3.2,Berawan
22.7,91,1009.3,27.2,102,3.4,Berawan
19.1,92,1006.6,9.0,285,20.8,Hujan
20.2,83,1004.3,25.2,231,4.7,Berawan
24.0,84,1012.6,23.2,235,4.7,Berawan
21.5,67,1011.4,24.3,297,0.5,Berawan
25.3,66,1006.1,14.8,223,0.0,Cerah
28.9,71,1006.4,14.9,95,0.0,Cerah
24.7,70,1010.7,21.3,256,3.1,Berawan
23.8,70,1011.8,24.8,89,1.3,Berawan
30.3,85,1012.8,4.9,124,2.0,Berawan
26.2,92,1009.0,17.3,135,4.6,Berawan
18.2,97,1009.2,13.5,27,4.0,Berawan
18.5,92,1004.8,6.0,125,30.6,Hujan
19.7,76,1005.5,14.2,213,0.2,Berawan
18.3,91,1006.0,11.9,235,34.5,Hujan
19.0,64,1008.0,28.3,330,0.1,Berawan
19.0,72,1011.2,8.7,56,0.0,Cerah
21.6,62,1004.1,26.2,70,1.3,Berawan
21.6,72,1004.6,23.3,278,0.8,Berawan
31.5,94,1011.6,3.4,264,3.5,Berawan
26.9,73,1007.5,18.2,2,2.8,Berawan
25.6,90,1005.0,20.7,214,0.5,Berawan
26.5,64,1012.8,20.2,200,4.7,Berawan
26.4,70,1012.7,28.1,58,4.2,Berawan
27.2,89,1008.0,24.3,29,3.3,Berawan
30.0,66,1004.8,10.1,259,0.0,Cerah
23.8,90,1004.5,19.8,293,48.1,Hujan
16.3,65,1010.3,9.6,24,0.0,Cerah
22.0,83,1012.7,16.9,214,2.0,Berawan
19.9,82,1004.5,19.6,66,2.9,Berawan
25.7,93,1007.4,7.0,47,0.9,Berawan
27.2,72,1012.5,18.2,41,2.7,Berawan
29.7,72,1009.5,22.0,64,4.3,Berawan
29.2,73,1006.9,18.8,256,2.2,Berawan
16.4,58,1005.4,4.2,33,0.0,Cerah
16.6,94,1008.3,26.9,231,1.6,Berawan
28.3,90,1009.4,8.2,72,0.6,Berawan
20.5,95,1012.7,28.6,265,0.6,Berawan
25.1,60,1007.1,4.7,244,0.0,Cerah
31.0,93,1011.7,6.5,168,4.7,Berawan
23.8,87,1005.6,28.5,103,27.2,Hujan
18.0,67,1007.6,10.2,272,0.0,Cerah
25.2,61,1008.9,6.9,192,0.0,Cerah
27.8,94,1010.5,5.9,200,2.9,Berawan
28.4,94,1011.6,4.0,25,2.2,Berawan
29.3,92,1012.3,4.8,35,4.3,Berawan
21.3,93,1007.9,21.7,133,28.0,Hujan
31.7,64,1004.3,25.9,289,2.2,Berawan
22.1,88,1004.9,11.9,55,40.5,Hujan
20.1,79,1007.6,7.2,190,1.2,Berawan
29.2,55,1007.3,24.0,204,3.9,Berawan
31.0,60,1006.7,18.8,0,2.9,Berawan
30.5,55,1007.7,23.3,185,1.1,Berawan
26.5,60,1009.7,19.4,156,3.8,Berawan
30.4,59,1012.0,6.3,181,0.0,Cerah
22.9,76,1012.2,9.1,94,2.0,Berawan
28.1,66,1009.1,23.6,290,1.8,Berawan
31.3,63,1008.9,10.2,275,0.0,Cerah
29.3,75,1006.1,26.3,88,2.1,Berawan
17.0,64,1008.0,25.5,212,4.6,Berawan
21.4,88,1006.2,15.3,13,49.3,Hujan
29.1,68,1009.2,13.2,265,0.0,Cerah
21.4,92,1004.8,4.8,49,16.6,Hujan
24.6,65,1009.1,23.2,317,3.9,Berawan
23.1,95,1009.0,24.4,306,1.6,Berawan
31.8,85,1006.8,23.5,113,2.2,Berawan
18.2,94,1012.2,7.5,53,1.2,Berawan
20.2,76,1011.9,13.0,285,2.5,Berawan
16.7,57,1008.8,19.2,79,0.1,Berawan
25.3,86,1012.6,21.2,115,0.2,Berawan
16.2,56,1011.6,13.8,100,0.0,Cerah
20.3,96,1011.3,5.3,359,0.5,Berawan
18.6,83,1006.7,13.5,178,1.8,Berawan
22.7,64,1004.7,29.5,47,1.3,Berawan
31.7,95,1005.0,8.4,193,3.7,Berawan
31.1,96,1012.4,15.5,297,2.2,Berawan
19.8,80,1012.1,9.3,222,0.3,Berawan
25.4,97,1007.5,23.8,284,4.2,Berawan
25.8,97,1009.9,23.3,234,0.3,Berawan
22.7,80,1011.8,23.2,26,2.7,Berawan
28.1,96,1009.0,9.1,118,4.4,Berawan
25.6,92,1009.0,23.6,271,4.8,Berawan
18.3,92,1011.3,16.6,161,2.4,Berawan
21.4,86,1005.7,4.6,52,27.7,Hujan
26.6,73,1009.2,26.4,255,4.1,Berawan
24.6,57,1004.3,29.2,161,1.6,Berawan
23.0,89,1009.2,7.7,315,1.2,Berawan
22.4,78,1008.0,19.7,183,3.9,Berawan
22.9,95,1008.6,6.2,31,3.8,Berawan
22.3,80,1008.5,11.8,81,2.2,Berawan
30.1,91,1007.8,11.3,151,2.6,Berawan
23.1,72,1007.0,18.6,63,4.0,Berawan
23.3,79,1011.4,28.8,92,0.3,Berawan
31.0,62,1006.6,12.8,105,0.0,Cerah
25.3,88,1012.0,20.3,302,2.5,Berawan
16.4,60,1009.9,28.5,10,3.3,Berawan
24.1,74,1010.6,25.8,216,0.2,Berawan
21.3,59,1009.1,22.8,309,3.5,Berawan
18.1,58,1009.3,10.8,249,0.0,Cerah
31.2,63,1007.0,19.3,271,2.3,Berawan
20.7,71,1009.3,9.6,0,0.0,Cerah
19.7,69,1008.4,19.1,269,0.2,Berawan
29.3,57,1007.2,22.0,170,2.3,Berawan
27.5,74,1009.3,17.4,282,0.0,Cerah
20.4,64,1009.8,11.9,72,0.0,Cerah
30.3,92,1010.6,11.2,162,0.7,Berawan
30.0,70,1008.3,16.8,40,0.0,Cerah
19.6,77,1004.9,23.3,157,1.5,Berawan
18.8,72,1012.0,19.3,260,4.5,Berawan
23.0,75,1008.5,15.6,148,2.0,Berawan
22.0,78,1004.6,27.6,172,0.1,Berawan
29.0,98,1006.9,10.0,303,4.3,Berawan
31.6,76,1010.0,16.3,46,2.0,Berawan
28.3,79,1007.8,5.1,356,1.7,Berawan
22.5,60,1010.3,12.8,79,0.0,Cerah
22.5,83,1011.6,27.6,69,3.5,Berawan
29.4,57,1012.8,18.0,29,0.7,Berawan
22.8,89,1011.1,4.8,193,2.9,Berawan
26.1,91,1008.1,18.1,72,3.3,Berawan
28.3,80,1004.1,22.4,67,1.9,Berawan
24.5,94,1008.9,3.5,6,4.7,Berawan
18.5,80,1011.6,12.0,292,1.0,Berawan
21.5,68,1008.7,29.8,214,3.0,Berawan
26.8,83,1005.8,6.3,305,3.6,Berawan
17.7,63,1006.5,17.3,243,0.0,Cerah
20.2,86,1004.9,3.1,61,41.8,Hujan
29.9,88,1009.8,16.7,85,4.7,Berawan
17.7,64,1007.7,22.9,290,0.2,Berawan
24.8,93,1005.9,17.2,309,2.1,Berawan
25.4,84,1010.4,27.5,206,1.6,Berawan
26.6,61,1011.0,18.0,177,0.0,Cerah
24.9,84,1010.1,6.1,84,3.3,Berawan
28.4,64,1011.0,10.9,57,0.0,Cerah
30.3,60,1009.0,12.1,232,0.0,Cerah
23.8,64,1005.3,3.7,134,0.0,Cerah
27.7,95,1006.2,13.4,354,2.0,Berawan
26.3,86,1011.9,17.6,108,2.2,Berawan
21.4,58,1012.0,14.4,20,0.0,Cerah
28.1,80,1004.5,4.8,200,2.2,Berawan
23.1,67,1012.9,23.7,106,1.9,Berawan
24.7,66,1011.1,14.2,329,0.0,Cerah
22.6,83,1004.3,17.0,125,0.5,Berawan
18.8,70,1007.4,7.9,174,0.0,Cerah
29.1,89,1005.1,18.7,155,2.5,Berawan
30.5,96,1007.2,6.2,70,4.2,Berawan
21.1,88,1004.1,25.8,18,31.8,Hujan
31.6,95,1008.7,24.7,133,2.2,Berawan
22.3,85,1009.3,22.0,233,2.2,Berawan
31.2,68,1011.2,19.0,82,0.9,Berawan
20.6,93,1011.6,9.3,54,4.1,Berawan
31.6,82,1008.9,17.5,236,4.3,Berawan
29.7,87,1006.6,11.1,321,3.3,Berawan
32.0,85,1007.0,26.4,338,0.3,Berawan
29.2,75,1012.5,17.2,354,2.6,Berawan
20.7,76,1006.1,19.5,197,2.5,Berawan
25.5,78,1010.2,6.6,193,1.6,Berawan
30.8,76,1011.2,28.7,66,0.3,Berawan
20.4,89,1004.4,16.4,164,35.7,Hujan
16.5,58,1008.9,17.8,326,0.0,Cerah
20.0,85,1004.3,22.7,281,2.7,Berawan
27.1,96,1011.1,6.3,54,4.0,Berawan
23.0,84,1005.3,10.8,67,1.3,Berawan
21.7,96,1010.7,17.6,199,1.9,Berawan
17.9,72,1005.1,6.7,62,0.0,Cerah
28.6,76,1008.4,20.8,306,3.9,Berawan
20.3,76,1009.2,17.4,210,0.8,Berawan
27.0,61,1010.9,19.8,151,1.5,Berawan
24.6,87,1006.1,7.1,102,2.5,Berawan
29.5,87,1009.2,16.6,188,3.8,Berawan
18.1,72,1006.3,27.7,141,1.3,Berawan
19.7,94,1005.6,16.6,95,39.7,Hujan
20.9,90,1011.2,13.5,241,4.3,Berawan
31.7,65,1010.0,18.7,325,4.1,Berawan
22.2,86,1010.8,5.3,110,0.6,Berawan
27.2,69,1006.6,27.2,136,2.3,Berawan
28.2,83,1005.7,25.4,123,4.5,Berawan
31.0,75,1004.1,7.6,153,3.1,Berawan
27.9,89,1007.2,6.3,308,1.2,Berawan
21.8,85,1009.6,10.7,208,3.8,Berawan
17.0,67,1006.8,18.4,267,4.6,Berawan
28.1,58,1009.3,5.2,334,0.0,Cerah
22.8,66,1008.0,4.7,244,0.0,Cerah
26.6,78,1009.7,27.9,157,1.4,Berawan
21.6,95,1009.8,5.0,83,1.5,Berawan
28.1,56,1010.9,5.2,354,0.0,Cerah
18.4,57,1004.9,14.8,242,0.0,Cerah
17.5,59,1010.4,6.8,211,0.0,Cerah
28.6,68,1004.4,27.7,199,4.5,Berawan
23.1,95,1007.3,28.9,348,11.5,Hujan
22.1,77,1005.8,20.1,183,0.9,Berawan
21.7,80,1008.4,27.9,20,0.2,Berawan
24.8,65,1006.2,20.1,89,0.3,Berawan
25.5,72,1007.6,7.0,295,0.0,Cerah
26.5,78,1011.5,9.2,232,4.6,Berawan
28.0,85,1005.2,8.8,52,1.0,Berawan
21.7,77,1012.4,25.1,228,1.6,Berawan
17.3,90,1004.0,15.7,19,21.2,Hujan
21.5,94,1004.4,3.6,28,28.3,Hujan
25.3,69,1009.8,29.4,66,2.7,Berawan
25.9,60,1005.9,8.1,318,0.0,Cerah
30.0,83,1008.5,6.8,49,3.3,Berawan
29.6,89,1011.8,21.8,332,3.4,Berawan
24.0,59,1004.4,19.1,2,0.4,Berawan
16.8,88,1007.7,19.3,37,14.2,Hujan
24.5,69,1009.1,11.7,0,0.0,Cerah
30.0,79,1010.2,11.7,95,3.2,Berawan
17.8,72,1010.1,27.6,19,1.1,Berawan
23.6,82,1009.8,24.0,49,3.1,Berawan
28.6,73,1010.4,12.0,235,0.0,Cerah
24.1,73,1008.1,14.1,207,0.0,Cerah
31.0,75,1008.6,23.0,92,0.8,Berawan
30.5,62,1007.2,15.6,42,0.0,Cerah
31.5,94,1005.0,15.2,230,2.2,Berawan
26.8,92,1012.9,28.2,200,4.1,Berawan
18.7,66,1009.5,19.9,238,1.4,Berawan
17.0,91,1009.2,7.7,115,1.4,Berawan
16.0,80,1005.7,25.6,171,3.3,Berawan
24.9,65,1006.0,11.4,90,0.0,Cerah
30.1,79,1010.2,5.8,255,1.8,Berawan
30.3,65,1010.7,19.1,143,4.5,Berawan
23.7,77,1012.6,4.6,250,1.3,Berawan
31.9,58,1010.7,4.6,35,0.0,Cerah
26.6,59,1011.1,16.2,10,0.0,Cerah
30.0,69,1005.6,4.2,8,0.0,Cerah
20.1,79,1004.6,4.9,167,2.5,Berawan
23.5,86,1010.1,21.4,71,4.0,Berawan
23.3,71,1009.9,13.0,111,0.0,Cerah
27.0,94,1012.8,5.2,117,1.1,Berawan
26.7,83,1006.7,6.8,4,4.7,Berawan
31.3,93,1012.1,13.7,229,2.5,Berawan
16.1,79,1006.3,4.7,40,1.6,Berawan
